36526.000000,36526.041667,0.000000
36526.041667,36526.083333,0.000000
36526.083333,36526.125000,0.000000
36526.125000,36526.166667,0.000000
36526.166667,36526.208333,0.000000
36526.208333,36526.250000,0.000000
36526.250000,36526.291667,0.000000
36526.291667,36526.333333,0.000000
36526.333333,36526.375000,0.000000
36526.375000,36526.416667,0.000000
36526.416667,36526.458333,0.000000
36526.458333,36526.500000,0.000000
36526.500000,36526.541667,0.000000
36526.541667,36526.583333,0.000000
36526.583333,36526.625000,0.000000
36526.625000,36526.666667,0.000000
36526.666667,36526.708333,0.000000
36526.708333,36526.750000,0.000000
36526.750000,36526.791667,0.000000
36526.791667,36526.833333,0.000000
36526.833333,36526.875000,0.000000
36526.875000,36526.916667,0.000000
36526.916667,36526.958333,0.000000
36526.958333,36527.000000,0.000000
36527.000000,36527.041667,0.000000
36527.041667,36527.083333,0.000000
36527.083333,36527.125000,0.000000
36527.125000,36527.166667,0.000000
36527.166667,36527.208333,0.000000
36527.208333,36527.250000,0.000000
36527.250000,36527.291667,0.040000
36527.291667,36527.333333,0.040000
36527.333333,36527.375000,0.040000
36527.375000,36527.416667,0.040000
36527.416667,36527.458333,0.040000
36527.458333,36527.500000,0.040000
36527.500000,36527.541667,0.040000
36527.541667,36527.583333,0.040000
36527.583333,36527.625000,0.040000
36527.625000,36527.666667,0.040000
36527.666667,36527.708333,0.040000
36527.708333,36527.750000,0.040000
36527.750000,36527.791667,0.000000
36527.791667,36527.833333,0.000000
36527.833333,36527.875000,0.000000
36527.875000,36527.916667,0.000000
36527.916667,36527.958333,0.000000
36527.958333,36528.000000,0.000000
36528.000000,36528.041667,0.000000
36528.041667,36528.083333,0.000000
36528.083333,36528.125000,0.000000
36528.125000,36528.166667,0.000000
36528.166667,36528.208333,0.000000
36528.208333,36528.250000,0.000000
36528.250000,36528.291667,0.000000
36528.291667,36528.333333,0.000000
36528.333333,36528.375000,0.000000
36528.375000,36528.416667,0.000000
36528.416667,36528.458333,0.000000
36528.458333,36528.500000,0.000000
36528.500000,36528.541667,0.000000
36528.541667,36528.583333,0.000000
36528.583333,36528.625000,0.000000
36528.625000,36528.666667,0.000000
36528.666667,36528.708333,0.000000
36528.708333,36528.750000,0.000000
36528.750000,36528.791667,0.000000
36528.791667,36528.833333,0.000000
36528.833333,36528.875000,0.000000
36528.875000,36528.916667,0.000000
36528.916667,36528.958333,0.000000
36528.958333,36529.000000,0.000000
36529.000000,36529.041667,0.000000
36529.041667,36529.083333,0.000000
36529.083333,36529.125000,0.000000
36529.125000,36529.166667,0.000000
36529.166667,36529.208333,0.000000
36529.208333,36529.250000,0.000000
36529.250000,36529.291667,0.000000
36529.291667,36529.333333,0.000000
36529.333333,36529.375000,0.000000
36529.375000,36529.416667,0.000000
36529.416667,36529.458333,0.000000
36529.458333,36529.500000,0.000000
36529.500000,36529.541667,0.000000
36529.541667,36529.583333,0.000000
36529.583333,36529.625000,0.000000
36529.625000,36529.666667,0.000000
36529.666667,36529.708333,0.000000
36529.708333,36529.750000,0.000000
36529.750000,36529.791667,0.000000
36529.791667,36529.833333,0.000000
36529.833333,36529.875000,0.000000
36529.875000,36529.916667,0.000000
36529.916667,36529.958333,0.000000
36529.958333,36530.000000,0.000000
36530.000000,36530.041667,0.000000
36530.041667,36530.083333,0.000000
36530.083333,36530.125000,0.000000
36530.125000,36530.166667,0.000000
36530.166667,36530.208333,0.000000
36530.208333,36530.250000,0.000000
36530.250000,36530.291667,0.040000
36530.291667,36530.333333,0.040000
36530.333333,36530.375000,0.040000
36530.375000,36530.416667,0.040000
36530.416667,36530.458333,0.040000
36530.458333,36530.500000,0.040000
36530.500000,36530.541667,0.040000
36530.541667,36530.583333,0.040000
36530.583333,36530.625000,0.040000
36530.625000,36530.666667,0.040000
36530.666667,36530.708333,0.040000
